Date,Open,High,Low,Close,Adj Close,Volume
19.06.2001,11082.13,11277.15,10586.33,10794.4,10794.4,77236040
20.06.2001,10794.4,11000.13,10656.75,10822.4,10822.4,68853850
21.06.2001,10822.4,11062.55,10672.51,10982.98,10982.98,78095380
22.06.2001,10982.98,11123.03,10840.59,11119.75,11119.75,48096320
25.06.2001,11119.75,11230.16,10656.75,10805.48,10805.48,45509820
26.06.2001,10805.48,11176.67,10702.89,11039.38,11039.38,74970020
27.06.2001,11039.38,11359.25,11028.62,11164.22,11164.22,76610720
28.06.2001,11164.22,11266.76,10891.55,11084.94,11084.94,63006620
29.06.2001,11084.94,11376.45,11071.68,11204.24,11204.24,60024800
02.07.2001,11204.24,11513.57,11057.91,11513.57,11513.57,69347660
03.07.2001,11513.57,11513.57,10963.03,11153.06,11153.06,49908850
04.07.2001,11153.06,11153.06,10799.46,11082.27,11082.27,51109970
05.07.2001,11082.27,11223.83,11036.37,11175.75,11175.75,37802870
06.07.2001,11175.75,11175.75,10004.34,10168.8,10168.8,81171460
09.07.2001,10168.8,10509.94,9717.13,10048.02,10048.02,73848830
10.07.2001,10048.02,10226.74,9276.08,9469.46,9469.46,69373600
11.07.2001,9469.46,9856.59,8635.76,8730.04,8730.04,84809160
12.07.2001,8730.04,9226.59,8326.66,9122.56,9122.56,163996400
13.07.2001,9122.56,9452.45,8873.83,8940.84,8940.84,109460200
16.07.2001,8940.84,9080.01,8537.84,9080.01,9080.01,81042840
17.07.2001,9080.01,9080.01,8510.25,8688.59,8688.59,75726180
18.07.2001,8688.59,9512.68,8688.59,9105.92,9105.92,152230600
19.07.2001,9105.92,9715.37,9013.81,9715.37,9715.37,124166700
20.07.2001,9715.37,9900.21,9538.51,9684.55,9684.55,114706600
23.07.2001,9684.55,10034.94,9547.75,10034.94,10034.94,91064390
24.07.2001,10034.94,10254.05,9939.11,10100.63,10100.63,119197100
25.07.2001,10100.63,10106.33,9417.65,9535.23,9535.23,93031950
26.07.2001,9535.23,9914.96,9269.75,9857.23,9857.23,95473950
27.07.2001,9857.23,10003.9,9662.06,9765.1,9765.1,67874950
30.07.2001,9765.1,10013.91,9739.63,9832.59,9832.59,51276840
31.07.2001,9832.59,9936.3,9729.53,9914.61,9914.61,48293310
01.08.2001,9914.61,10267.13,9914.61,10211.44,10211.44,97749970
02.08.2001,10211.44,10211.44,9924.83,10066.86,10066.86,60968910
03.08.2001,10066.86,10236.18,9957.06,10101.58,10101.58,50922120
06.08.2001,10101.58,10260.24,9772.37,9868.6,9868.6,52930470
07.08.2001,9868.6,9868.6,9564.12,9639.95,9639.95,51676990
08.08.2001,9639.95,9639.95,9394.02,9577.66,9577.66,45393360
09.08.2001,9577.66,9587.94,9233.25,9381.5,9381.5,53968260
10.08.2001,9381.5,9520.91,9082.01,9400.63,9400.63,65784610
13.08.2001,9400.63,9414.1,8906.45,9075.65,9075.65,53113640
14.08.2001,9075.65,9154.12,8659.69,8919.92,8919.92,48258850
15.08.2001,8919.92,9234.78,8832.24,9233.62,9233.62,76068890
16.08.2001,9233.62,9537.9,9146.31,9537.9,9537.9,78662480
17.08.2001,9537.9,9879.28,9375.37,9736.95,9736.95,116524800
20.08.2001,9736.95,9736.95,9482.42,9654.76,9654.76,36243970
21.08.2001,9654.76,9914.38,9567.52,9654.86,9654.86,74016410
22.08.2001,9654.86,9833.36,9399.52,9625.95,9625.95,53448090
23.08.2001,9625.95,9902.82,9520.77,9891.63,9891.63,64309550
24.08.2001,9891.63,10049.66,9457.06,10049.66,10049.66,140644700
27.08.2001,10049.66,10347.42,10017.9,10293.55,10293.55,103677900
28.08.2001,10293.55,10423.58,10131.13,10238.69,10238.69,95221500
29.08.2001,10238.69,10291.04,9912.23,9990.2,9990.2,78508240
31.08.2001,9990.2,9990.2,9653.66,9878.88,9878.88,41366050
03.09.2001,9878.88,9884.95,9559.91,9616.34,9616.34,29105810
04.09.2001,9616.34,9625.37,9342.82,9598.55,9598.55,53246190
05.09.2001,9598.55,9733.57,9534.19,9630.41,9630.41,49063780
06.09.2001,9630.41,9866.09,9588.19,9805.75,9805.75,54413920
07.09.2001,9805.75,9933.87,9584.83,9628.06,9628.06,81884850
10.09.2001,9628.06,9650.41,9259.01,9517.92,9517.92,58451050
11.09.2001,9517.92,9661.88,9275.02,9295.93,9295.93,92005780
13.09.2001,9295.93,9295.93,8259.9,8465.84,8465.84,71096080
14.09.2001,8465.84,8524.61,7843.01,7937.87,7937.87,60394790
17.09.2001,7937.87,7937.87,6881.9,7766.92,7766.92,100323200
18.09.2001,7766.92,7921.2,7447.58,7703.49,7703.49,98576820
19.09.2001,7703.49,7952.4,7675.65,7899.4,7899.4,68428190
20.09.2001,7899.4,7899.4,7598.04,7651.78,7651.78,62406030
21.09.2001,7651.78,7651.78,7225.08,7306.38,7306.38,71034870
24.09.2001,7306.38,7557.16,7279.72,7515.33,7515.33,54470670
25.09.2001,7515.33,7757.43,7515.33,7594.91,7594.91,76855000
26.09.2001,7594.91,7607.41,7388.41,7477.42,7477.42,48852470
27.09.2001,7477.42,7477.42,7194.44,7414.41,7414.41,56294510
28.09.2001,7414.41,7633.99,7414.41,7625.87,7625.87,53855550
01.10.2001,7625.87,7860.95,7588.4,7729.37,7729.37,67320570
02.10.2001,7729.37,7843.5,7603.55,7843.5,7843.5,63156220
03.10.2001,7843.5,7857.13,7610.24,7669.85,7669.85,59812040
04.10.2001,7669.85,7888.98,7635.38,7805.05,7805.05,68426500
05.10.2001,7805.05,7807.33,7514.88,7598.91,7598.91,64623600
08.10.2001,7598.91,7598.91,7263.31,7499.02,7499.02,61797770
09.10.2001,7499.02,7663.43,7442.27,7637.58,7637.58,52869550
10.10.2001,7637.58,8048.28,7634.54,8048.28,8048.28,99572800
11.10.2001,8048.28,8626.53,8048.28,8626.53,8626.53,189099400
12.10.2001,8626.53,8795.85,8221.41,8431.49,8431.49,236267200
15.10.2001,8431.49,8709.6,8247.17,8577.1,8577.1,117934600
16.10.2001,8577.1,8792.68,8466.57,8631.39,8631.39,172513900
17.10.2001,8631.39,8960.64,8631.39,8960.64,8960.64,165984000
18.10.2001,8960.64,8989.63,8724.29,8818.09,8818.09,177659900
19.10.2001,8818.09,8904.67,8626.56,8822.63,8822.63,121463400
22.10.2001,8822.63,9305.31,8761.92,9305.31,9305.31,173213800
23.10.2001,9305.31,9789.86,9305.31,9667.37,9667.37,219246700
24.10.2001,9667.37,9812.38,9444.99,9578.17,9578.17,171675100
25.10.2001,9578.17,9578.17,9215.17,9342.87,9342.87,92424390
26.10.2001,9342.87,9916.37,9342.87,9915.52,9915.52,155030500
30.10.2001,9915.52,10061.5,9631.26,9919.81,9919.81,129871000
31.10.2001,9919.81,9919.81,9584.24,9848.76,9848.76,107833800
01.11.2001,9848.76,10052.7,9567.21,9634.61,9634.61,143754500
02.11.2001,9634.61,10080.21,9624.09,10069.72,10069.72,145836100
05.11.2001,10069.72,10310.41,9864.28,10291.85,10291.85,187520600
06.11.2001,10291.85,10532.92,10143.8,10456.16,10456.16,187704200
07.11.2001,10456.16,10602.42,10213.41,10363.44,10363.44,167662400
08.11.2001,10363.44,10463.6,10239.18,10457.31,10457.31,139634200
09.11.2001,10457.31,10646.04,9991.95,10080.92,10080.92,146278600
12.11.2001,10080.92,10327.83,9964.28,10327.83,10327.83,96111520
13.11.2001,10327.83,10401.55,10062.81,10165.8,10165.8,125072400
14.11.2001,10165.8,10636.17,10165.8,10636.17,10636.17,167742900
15.11.2001,10636.17,11205.83,10610.66,11193.28,11193.28,269126900
16.11.2001,11193.28,11567.03,11094.39,11370.89,11370.89,227724800
19.11.2001,11370.89,12263.22,11370.89,12263.22,12263.22,296431900
20.11.2001,12263.22,12438.26,11674.41,11794.85,11794.85,304909000
21.11.2001,11794.85,11921.41,11490.43,11617.16,11617.16,168731700
22.11.2001,11617.16,12004.9,11617.16,11856,11856,149399200
23.11.2001,11856,11988.92,11581.74,11719.4,11719.4,118734400
26.11.2001,11719.4,12089.21,11618.78,12062.84,12062.84,157047600
27.11.2001,12062.84,12207.68,11630.37,11721.91,11721.91,166601100
28.11.2001,11721.91,11742.39,10927.38,11129.27,11129.27,176504700
29.11.2001,11129.27,11152.41,10550.91,10961.03,10961.03,206823600
30.11.2001,10961.03,11633.93,10832.16,11633.93,11633.93,194995200
03.12.2001,11633.93,11660.09,11125.79,11467.24,11467.24,178236000
04.12.2001,11467.24,11492.54,11193.39,11308.43,11308.43,138582800
05.12.2001,11308.43,11930.64,11297.03,11930.64,11930.64,240828400
06.12.2001,11930.64,12687.29,11930.64,12687.29,12687.29,283051700
07.12.2001,12687.29,12842.68,12495.34,12662.84,12662.84,237050900
10.12.2001,12662.84,12938.33,12577.7,12645.29,12645.29,166644200
11.12.2001,12645.29,12645.29,12379.5,12549.85,12549.85,120301200
12.12.2001,12549.85,12731.83,12409.04,12719.11,12719.11,122185800
13.12.2001,12719.11,13045.31,12562.17,12655.77,12655.77,174209200
14.12.2001,12655.77,12761.86,12507.68,12761.86,12761.86,76886900
19.12.2001,12761.86,13069.02,12585.09,12788.89,12788.89,96672180
20.12.2001,12788.89,12788.89,12349.39,12679.17,12679.17,96495680
21.12.2001,12679.17,12721.2,12483.52,12721.2,12721.2,71041980
24.12.2001,12721.2,12802.82,12507.73,12686.33,12686.33,73579360
25.12.2001,12686.33,13005.69,12497.32,12875.79,12875.79,101045600
26.12.2001,12875.79,13201.65,12875.79,13068.43,13068.43,122287200
27.12.2001,13068.43,13608.99,13068.43,13608.99,13608.99,191800000
28.12.2001,13608.99,13961.26,13589.16,13782.76,13782.76,199428300
02.01.2002,13782.76,14077.98,13600.7,14077.98,14077.98,144222300
03.01.2002,14077.98,14273.75,14003.05,14272.67,14272.67,203478900
07.01.2002,14272.67,14999.51,14270.1,14999.51,14999.51,299805400
08.01.2002,14999.51,15071.84,14628.45,14878.91,14878.91,209211100
09.01.2002,14878.91,14999.83,13664.69,14042.8,14042.8,220440900
10.01.2002,14042.8,14333.31,13693,13818.59,13818.59,193760700
11.01.2002,13818.59,14039.26,13455.03,13616.21,13616.21,141976900
14.01.2002,13616.21,13913.98,13346.29,13638.55,13638.55,146585800
15.01.2002,13638.55,13701.39,13095.74,13348.01,13348.01,104918800
16.01.2002,13348.01,13349.79,12636.15,12758.91,12758.91,129636300
17.01.2002,12758.91,13117.28,12670.87,12893.57,12893.57,156689700
18.01.2002,12893.57,13209.36,12772.72,13012.2,13012.2,126312300
21.01.2002,13012.2,13066.38,12398.86,12629.37,12629.37,87587720
22.01.2002,12629.37,12753.17,12337.63,12639.15,12639.15,91413200
23.01.2002,12639.15,12951.67,12377.28,12910.24,12910.24,112370000
24.01.2002,12910.24,13123.38,12812.86,13026.08,13026.08,119153200
25.01.2002,13026.08,13038.3,12687.73,12871.1,12871.1,63393180
28.01.2002,12871.1,12871.1,12449.88,12764.55,12764.55,82095700
29.01.2002,12764.55,12867,12399.13,12514.98,12514.98,108325400
30.01.2002,12514.98,12649.35,12069.97,12539.01,12539.01,101983700
31.01.2002,12539.01,13252.32,12539.01,13252.32,13252.32,150831900
01.02.2002,13252.32,13500.29,13131.62,13375.36,13375.36,147085500
04.02.2002,13375.36,13375.36,12908.46,13074.69,13074.69,73859110
05.02.2002,13074.69,13141.81,12433.57,12520.61,12520.61,96464750
06.02.2002,12520.61,12603.94,12064.8,12257.41,12257.41,95547780
07.02.2002,12257.41,12306.51,11579.94,11702.06,11702.06,109160900
08.02.2002,11702.06,11702.06,10775.2,11255.27,11255.27,150330500
11.02.2002,11255.27,11675.15,11227.86,11675.15,11675.15,99663610
12.02.2002,11675.15,11883.29,11386.11,11616.25,11616.25,122804700
13.02.2002,11616.25,11977.06,11616.25,11826.87,11826.87,110823500
14.02.2002,11826.87,11895.58,11600.07,11845.33,11845.33,74333660
15.02.2002,11845.33,11859.85,11409.61,11478.59,11478.59,85626740
18.02.2002,11478.59,11482.37,11034.42,11270.72,11270.72,50298780
19.02.2002,11270.72,11526.4,11097.4,11517.28,11517.28,69982780
20.02.2002,11517.28,11517.28,10957.2,11091.91,11091.91,62617760
21.02.2002,11091.91,11256.25,11091.91,11165.82,11165.82,18948580
26.02.2002,11165.82,11395.36,10825.12,10931.75,10931.75,58796180
27.02.2002,10931.75,11188.49,10715.81,11186.75,11186.75,50146390
28.02.2002,11186.75,11206.98,10825.23,11055.67,11055.67,72827010
01.03.2002,11055.67,11487.96,11024.56,11470.86,11470.86,102162000
04.03.2002,11470.86,11772.3,11470.86,11665.3,11665.3,114824600
05.03.2002,11665.3,11758.52,11355.64,11418.64,11418.64,93273270
06.03.2002,11418.64,11503,11242.12,11346.69,11346.69,52775030
07.03.2002,11346.69,11968.42,11346.69,11621.16,11621.16,157815700
08.03.2002,11621.16,11704.93,11406.86,11704.93,11704.93,62115980
11.03.2002,11704.93,11705.77,11256.99,11336.31,11336.31,58974690
12.03.2002,11336.31,11336.31,10745.26,10842.11,10842.11,82505940
13.03.2002,10842.11,10970.77,10488.82,10594.02,10594.02,68516290
14.03.2002,10594.02,10932.68,10468.25,10614.28,10614.28,61973980
15.03.2002,10614.28,10832.45,10480.54,10771.86,10771.86,67683930
18.03.2002,10771.86,10826.54,10443.81,10604.9,10604.9,45737200
19.03.2002,10604.9,10731.08,10539.91,10643.7,10643.7,49324630
20.03.2002,10643.7,10921.47,10643.7,10776.31,10776.31,74497530
21.03.2002,10776.31,11484.98,10685.32,11471.06,11471.06,149246800
22.03.2002,11471.06,11849.22,11394.04,11791.59,11791.59,234056800
25.03.2002,11791.59,12016.53,11664.43,12016.53,12016.53,160659600
26.03.2002,12016.53,12016.53,11579.82,11639.28,11639.28,147489100
27.03.2002,11639.28,11961.5,11614.73,11862.56,11862.56,131236700
28.03.2002,11862.56,12173.12,11714.75,11808.74,11808.74,179289800
29.03.2002,11808.74,11822.84,11548.14,11679.43,11679.43,71689760
01.04.2002,11679.43,11679.43,11370.55,11621.55,11621.55,50157860
02.04.2002,11621.55,11827.22,11554.3,11827.22,11827.22,93417980
03.04.2002,11827.22,11859.25,11182.31,11276.94,11276.94,122325800
04.04.2002,11276.94,11796.06,11276.94,11796.06,11796.06,122883700
05.04.2002,11796.06,11863.5,11675.42,11863.5,11863.5,152868800
08.04.2002,11863.5,12077.99,11321.22,11455.88,11455.88,189339300
09.04.2002,11455.88,11904.49,11449.79,11904.49,11904.49,134271300
10.04.2002,11904.49,12089.24,11648.85,12030.94,12030.94,179441000
11.04.2002,12030.94,12472.33,12030.94,12257.3,12257.3,229604900
12.04.2002,12257.3,12362.31,12073.2,12240.23,12240.23,115831800
15.04.2002,12240.23,12605.92,12221.75,12605.92,12605.92,121561200
16.04.2002,12605.92,12676.4,11983.88,12220.26,12220.26,192643000
17.04.2002,12220.26,12367.6,12052.47,12263.26,12263.26,126953900
18.04.2002,12263.26,12343.49,11904.74,12010.09,12010.09,123297200
19.04.2002,12010.09,12037.4,11695.52,11970.94,11970.94,91044200
22.04.2002,11970.94,11970.94,11659.24,11759.72,11759.72,46140780
24.04.2002,11759.72,11837.48,11450.95,11775.13,11775.13,73043990
25.04.2002,11775.13,11873.94,11625.31,11800.49,11800.49,65945180
26.04.2002,11800.49,12050.34,11699.58,12041.19,12041.19,83683140
29.04.2002,12041.19,12041.19,11517.46,11657.26,11657.26,84435260
30.04.2002,11657.26,11734.2,11347.19,11441.5,11441.5,73431870
01.05.2002,11441.5,11590.66,11300.74,11479.72,11479.72,49140550
02.05.2002,11479.72,11623.14,11207.52,11321.9,11321.9,57550260
03.05.2002,11321.9,11469.04,11253.57,11469.04,11469.04,46003580
06.05.2002,11469.04,11469.04,11206.35,11447.25,11447.25,47390510
07.05.2002,11447.25,11655.4,11315.48,11655.4,11655.4,85277730
08.05.2002,11655.4,12117.17,11571.13,12117.17,12117.17,131139300
09.05.2002,12117.17,12270.53,11825.19,11944.79,11944.79,134764500
10.05.2002,11944.79,11944.79,11497.79,11638.9,11638.9,76256930
13.05.2002,11638.9,11669.69,11441.02,11669.23,11669.23,52505760
14.05.2002,11669.23,11695.15,11387.43,11613.9,11613.9,67361720
15.05.2002,11613.9,11677.47,11320.36,11402.18,11402.18,63477890
16.05.2002,11402.18,11500.41,10949.35,11218.98,11218.98,91005740
17.05.2002,11218.98,11253,10454.7,10609.89,10609.89,114416800
20.05.2002,10609.89,10798.98,10461.59,10761.73,10761.73,59463620
21.05.2002,10761.73,10918.12,10711.67,10895.7,10895.7,62554290
22.05.2002,10895.7,10971.97,10503.13,10603.24,10603.24,56044110
23.05.2002,10603.24,10844.81,10590.74,10774.21,10774.21,46787990
24.05.2002,10774.21,10919.74,10726.9,10894.27,10894.27,52568070
27.05.2002,10894.27,11199.04,10894.27,11199.04,11199.04,68717590
28.05.2002,11199.04,11218.03,10780.64,10934.65,10934.65,77561560
29.05.2002,10934.65,10934.65,10593.26,10806.54,10806.54,41170500
30.05.2002,10806.54,10845.47,10323.71,10508.09,10508.09,75604740
31.05.2002,10508.09,10548.97,10132.51,10413.7,10413.7,64588050
03.06.2002,10413.7,10413.7,10041.98,10316.91,10316.91,43541110
04.06.2002,10316.91,10386.99,10119.41,10386.99,10386.99,49739550
05.06.2002,10386.99,10449.57,10295.22,10383.36,10383.36,37018150
06.06.2002,10383.36,10610.59,10374.02,10488.19,10488.19,76622200
07.06.2002,10488.19,10519.24,10046.39,10151.02,10151.02,72672180
10.06.2002,10151.02,10151.02,9769.37,9866.48,9866.48,49079620
11.06.2002,9866.48,9951.83,9524.86,9721.38,9721.38,70763190
12.06.2002,9721.38,9793.88,9491.29,9704.09,9704.09,54572720
13.06.2002,9704.09,10084.77,9673.81,9774.39,9774.39,97870300
14.06.2002,9774.39,9787.91,9339.57,9464.52,9464.52,65120540
17.06.2002,9464.52,9464.52,9158.6,9230.7,9230.7,53875210
18.06.2002,9230.7,9575.19,9189.46,9575.19,9575.19,68817590
19.06.2002,9575.19,9575.19,9066.2,9378.43,9378.43,93561830
20.06.2002,9378.43,9605.95,9121.48,9179.35,9179.35,100854200
21.06.2002,9179.35,9220.48,8997.21,9220.48,9220.48,48339480
24.06.2002,9220.48,9241.45,8887.37,8984.58,8984.58,51087090
25.06.2002,8984.58,9126.45,8896.96,9094.77,9094.77,65014670
26.06.2002,9094.77,9094.77,8535.92,8627.42,8627.42,49845500
27.06.2002,8627.42,9062.58,8597.94,9009.19,9009.19,155963600
28.06.2002,9009.19,9420.85,9009.19,9379.92,9379.92,176266800
01.07.2002,9379.92,9616.51,9368.47,9564.99,9564.99,110718400
02.07.2002,9564.99,9564.99,9048.65,9134.97,9134.97,73793950
03.07.2002,9134.97,9141.39,8514.03,9008.37,9008.37,150484000
04.07.2002,9008.37,9147.64,8991.53,9059.96,9059.96,76367150
05.07.2002,9059.96,9452.09,8799.47,9351.16,9351.16,125096500
08.07.2002,9351.16,9351.16,8709.53,8912.16,8912.16,97796040
09.07.2002,8912.16,8983.01,8542.04,8747.92,8747.92,111319100
10.07.2002,8747.92,8972.65,8726.29,8916.46,8916.46,86067640
11.07.2002,8916.46,9199.79,8824.83,8990.2,8990.2,170179600
12.07.2002,8990.2,9499.41,8984.48,9499.41,9499.41,184754600
15.07.2002,9499.41,9500.38,9240.59,9396.68,9396.68,139676300
16.07.2002,9396.68,9657.65,9355.39,9555.65,9555.65,122062800
17.07.2002,9555.65,10530.69,9555.65,10523.72,10523.72,312033000
18.07.2002,10523.72,10803.59,10353.51,10552.29,10552.29,282787500
19.07.2002,10552.29,10638.13,10302.7,10472.98,10472.98,211416200
22.07.2002,10472.98,10472.98,10013.11,10116.48,10116.48,106862900
23.07.2002,10116.48,10385.42,9913.33,10133.54,10133.54,137752100
24.07.2002,10133.54,10156.75,9634.48,9714.96,9714.96,124699200
25.07.2002,9714.96,10095.13,9688.69,9753.83,9753.83,120951200
26.07.2002,9753.83,10069.12,9687.37,10069.12,10069.12,115249900
29.07.2002,10069.12,10193.82,9882.7,10179.79,10179.79,118325500
30.07.2002,10179.79,10464.36,10179.79,10344.17,10344.17,184329500
31.07.2002,10344.17,10344.17,10047.9,10236.46,10236.46,111548200
01.08.2002,10236.46,10582.03,10236.46,10582.03,10582.03,192311000
02.08.2002,10582.03,10980.77,10582.03,10781.61,10781.61,301032000
05.08.2002,10781.61,10987.81,10533.94,10639.48,10639.48,193372800
06.08.2002,10639.48,10639.48,10336.75,10599.38,10599.38,119952200
07.08.2002,10599.38,10741.65,10436.88,10522.74,10522.74,133311300
08.08.2002,10522.74,10660.2,10479.91,10595.16,10595.16,137916900
09.08.2002,10595.16,10653.69,10325.93,10415.63,10415.63,94211240
12.08.2002,10415.63,10415.63,10116.36,10188.64,10188.64,82897800
13.08.2002,10188.64,10277.59,10086.78,10251.72,10251.72,72776170
14.08.2002,10251.72,10251.72,9964.86,10038.47,10038.47,92181960
15.08.2002,10038.47,10177.07,9500.24,9674.78,9674.78,137350400
16.08.2002,9674.78,9943.5,9674.78,9921.76,9921.76,100382300
19.08.2002,9921.76,9921.76,9687.32,9829.57,9829.57,80382460
20.08.2002,9829.57,9893.36,9574.63,9662.57,9662.57,68821400
21.08.2002,9662.57,9788.48,9517.8,9630.5,9630.5,95264070
22.08.2002,9630.5,9830.18,9347.26,9463.61,9463.61,96368090
23.08.2002,9463.61,9483.09,9266.91,9349.84,9349.84,82553070
26.08.2002,9349.84,9364.93,9127.43,9364.93,9364.93,66288770
27.08.2002,9364.93,9399.05,9201.24,9277.27,9277.27,66390600
28.08.2002,9277.27,9394.61,9160.34,9394.61,9394.61,72964270
29.08.2002,9394.61,9613.86,9299.65,9547.3,9547.3,114317600
02.09.2002,9547.3,9547.3,9320.35,9388.86,9388.86,46328780
03.09.2002,9388.86,9499.28,9203.17,9307,9307,86542170
04.09.2002,9307,9469.79,9187.64,9469.79,9469.79,74716430
05.09.2002,9469.79,9524.64,9277.47,9399.87,9399.87,84103090
06.09.2002,9399.87,9653.31,9327.71,9653.31,9653.31,83397020
09.09.2002,9653.31,9656.11,9325.82,9399.38,9399.38,84715000
10.09.2002,9399.38,9399.38,8870.52,9008.26,9008.26,98556460
11.09.2002,9008.26,9268.47,8947.6,9268.47,9268.47,104294200
12.09.2002,9268.47,9450.74,9153.69,9234.25,9234.25,107370800
13.09.2002,9234.25,9260.22,9070.04,9249.21,9249.21,72083740
16.09.2002,9249.21,9251.84,9008.7,9093.33,9093.33,42760170
17.09.2002,9093.33,9268.79,9093.33,9224.54,9224.54,61573400
18.09.2002,9224.54,9364.9,9164.43,9257.54,9257.54,74371810
19.09.2002,9257.54,9273.03,9124.25,9263.78,9263.78,80003340
20.09.2002,9263.78,9325.12,9132.4,9325.12,9325.12,66902630
23.09.2002,9325.12,9387.46,9211.56,9282.25,9282.25,71409310
24.09.2002,9282.25,9282.25,9009.62,9072.02,9072.02,66617010
25.09.2002,9072.02,9119.21,8896.29,9119.21,9119.21,73023140
26.09.2002,9119.21,9143.92,8852.17,8945.3,8945.3,70087850
27.09.2002,8945.3,8957.22,8763.14,8878.09,8878.09,62922700
30.09.2002,8878.09,8878.09,8681.05,8842.24,8842.24,53131990
01.10.2002,8842.24,9082.38,8714.32,9057.45,9057.45,104120600
02.10.2002,9057.45,9221,8904.14,9001.18,9001.18,84392630
03.10.2002,9001.18,9001.18,8808.63,8893.67,8893.67,44157370
04.10.2002,8893.67,8975.35,8821.34,8932.58,8932.58,70703620
07.10.2002,8932.58,8932.58,8759.18,8912.54,8912.54,47131110
08.10.2002,8912.54,8938.79,8689.16,8809.12,8809.12,64053000
09.10.2002,8809.12,9145.58,8780.36,9145.58,9145.58,117104500
10.10.2002,9145.58,9349.45,8939.73,9320.08,9320.08,156697200
11.10.2002,9320.08,9363.48,9167.86,9307.04,9307.04,141377500
14.10.2002,9307.04,9307.04,8959.39,9029.59,9029.59,76884610
15.10.2002,9029.59,9291,9007.08,9291,9291,70982480
16.10.2002,9291,9359.85,9127.59,9189.7,9189.7,88634780
17.10.2002,9189.7,9698.98,9137.28,9698.98,9698.98,204098400
18.10.2002,9698.98,9903.86,9484.68,9903.86,9903.86,204828900
21.10.2002,9903.86,10162,9755.1,9997.49,9997.49,277839800
22.10.2002,9997.49,10249.03,9938.6,10137.35,10137.35,261177900
23.10.2002,10137.35,10164.54,9850.77,9943.62,9943.62,125726900
24.10.2002,9943.62,10384.15,9933.78,10384.15,10384.15,216343600
25.10.2002,10384.15,10523.32,10238.01,10411.77,10411.77,186453700
28.10.2002,10411.77,10624.92,10306.18,10437.84,10437.84,108158900
30.10.2002,10437.84,10540.94,10065.73,10138.54,10138.54,193166500
31.10.2002,10138.54,10466.28,10138.54,10251.92,10251.92,169600300
01.11.2002,10251.92,10251.92,10044.41,10217.08,10217.08,78102520
04.11.2002,10217.08,11171.51,10189.48,10844.43,10844.43,374893300
05.11.2002,10844.43,12046.49,10844.43,11947.28,11947.28,538943400
06.11.2002,11947.28,12246.51,11823.75,11973.38,11973.38,393633000
07.11.2002,11973.38,13476.24,11965.73,13472.17,13472.17,662989200
08.11.2002,13472.17,14408.05,12694.13,13221.79,13221.79,695752500
11.11.2002,13221.79,13221.79,12624.49,12773.73,12773.73,254081100
12.11.2002,12773.73,12773.73,11990.21,12097.53,12097.53,328491500
13.11.2002,12097.53,12465.86,12077.61,12417.13,12417.13,303392000
14.11.2002,12417.13,13488.24,12417.13,12971.09,12971.09,407665000
15.11.2002,12971.09,13597.57,12735.18,13597.57,13597.57,336208400
18.11.2002,13597.57,14250.65,13597.57,14058.4,14058.4,431838100
19.11.2002,14058.4,14058.4,13246.84,13387.93,13387.93,289224300
20.11.2002,13387.93,13500.7,12999.62,13292.01,13292.01,230629300
21.11.2002,13292.01,13821.59,13292.01,13811.14,13811.14,464042900
22.11.2002,13811.14,14072.08,13262.14,13501.38,13501.38,370682100
25.11.2002,13501.38,13580.18,12811.6,13052.91,13052.91,267608400
26.11.2002,13052.91,13188.84,12664.71,12824.29,12824.29,232447900
27.11.2002,12824.29,13102,12386.39,13036.91,13036.91,314033900
28.11.2002,13036.91,13185.75,12793.31,12923.75,12923.75,230382500
29.11.2002,12923.75,13319.23,12737.78,13300.4,13300.4,216338000
02.12.2002,13300.4,13408.15,13096.53,13364.17,13364.17,200168900
03.12.2002,13364.17,13364.17,13018.8,13226.38,13226.38,118107500
04.12.2002,13226.38,13287.29,13086.47,13287.29,13287.29,57696400
09.12.2002,13287.29,13287.29,12524.08,12703.78,12703.78,111064300
10.12.2002,12703.78,13047.76,12507.47,13047.76,13047.76,137672800
11.12.2002,13047.76,13156.93,12577.41,12717.28,12717.28,210503300
12.12.2002,12717.28,13191.75,12588.91,13146.83,13146.83,208835600
13.12.2002,13146.83,13146.83,12604.96,13047.43,13047.43,208553100
16.12.2002,13047.43,13085.89,12164.15,12392.48,12392.48,198879700
17.12.2002,12392.48,12392.48,11431.45,11511.01,11511.01,220043200
18.12.2002,11511.01,11724.76,11293.23,11568.87,11568.87,236222400
19.12.2002,11568.87,11568.87,10971.32,11125.28,11125.28,192091100
20.12.2002,11125.28,11351.18,10879.04,11286.45,11286.45,137569900
23.12.2002,11286.45,11295.34,10553.07,10702.46,10702.46,144209900
24.12.2002,10702.46,10731.09,10002.47,10447.46,10447.46,217583300
25.12.2002,10447.46,10905.56,10326.97,10883.52,10883.52,218331000
26.12.2002,10883.52,11191.89,10312.62,10396.74,10396.74,252618000
27.12.2002,10396.74,10493.53,10192.1,10463.95,10463.95,219263400
30.12.2002,10463.95,10478.64,10149.65,10288.12,10288.12,88585680
31.12.2002,10288.12,10397.49,10228.93,10369.92,10369.92,83902380
02.01.2003,10369.92,10642.26,10247.41,10598.58,10598.58,178541100
03.01.2003,10598.58,10837.53,10549.59,10837.53,10837.53,180109700
06.01.2003,10837.53,10837.53,10271.91,10357.34,10357.34,117221300
